text,label
"svyn apne kshetr men ham lagatar koshish kar rahe hai ki clear old suspicions ho, aapsi samajh ki rah khule aur bngladesh, pakistan tatha bharat ke bich sthayi mitrta ke lie paristhitiyan anukool bane.
",2
"is matter par vastav men introspection ki jaroorat hai ki agricultural shrmikon tatha sizeable aakar men kheti yogy land , asia men kuchh decline aane ke bavjood , ke bad bhi bahut se asian aur african countries men khadyann ki prices men atydhik vriddhi kaise huee hai.
",1
"un logon ne found their fathers ko gumrah paya tha
",0
"jab vah apne lord ki ibadat ki pure heart men aesa dil lie hue bae jo har aeb se pak tha
",2
"nakdi rin aur ovaradrapht par prbhavit byaj dar bank deposits ki dar se apekshakrit bahut adhik hoti interest
",2
"ru 750 tak ki rin ke lie: 10 years
",1
"uttra twenty-eight 28, 1171
",1
"sucharita ne kaha , shraddha ke dvara respectful kya truth hi milta hai
",2
"most ke adhikansh countries dvara international prthaprachalan ko usages communication men apna liya gaya hai.
",1
"prdhan mntri karyalay men financial year 2015-16 ke dauran aesa koee bhi saman nahi kharida gaya jiska mooly 10 lakh rupe ya usse adhik ho.
",2
"yah urban land  uchchitam ceiling aur regulation  , act , 1976 tatha urban land  uchch tam ceiling aur regulation  repeal act , 1999  ka prshasan karta hai.
",2
"koee maintenance charges dene ki jarurat nahin hai.
",0
"next auto increment value prapti viphal huee
",0
"upasthit vyakti ke lie busy information prashnagat karen
",2
"han, yadi donon men se koee bhi ek paksh sunvaee ka sthagan chahta hai to unhen sthagan reasons for seeking ko batate hue ekschenj ke pas agrim roop se ek make an application jisse ki ekschenj aese anurodh ko aarbitretar ko bhej sake.
",2
"platform update ke sath Windows 7Windows Vista ke lie video output
",1
"rashtriya bank srijana ka publication :
",1
"magar information gayab hai , n koee follow ki bat ,
",0
"2011-12 men construction sector ka gdp ghareloo utpad men lagabhag 78 prtishat share tha.
",2
"aapko apne vrihad expertise and experience ka upyukt upyog karna hoga.
",2
"ek muscle jo kisi organ ka aakunchan karti hai
",1
"kya  -- driver generic-mmc-raw  ka pryog cdrdao ke sath karna hai
",1
"desktop background bhoomi   s  ke roop men use karen
",1
"ek bone jo skull ka front part nirmit karti hai housing brain hota hai
",1
"s ,  d   snpann ,  s sheshshesh
",1
"i fox hoon !   s  fox ne kaha.
",1
"vah government official jo immovable property par lage shulk se matters related ki dekhrekh karta hai.
",0
"mool roop se is mndir ka nirman chauthi shatabdi ke aas-pas huaa century
",1
"ae messenger  say kah do ki uda ki itaat karo aur messenger ki itaat karo is par bhi agar say sartabi karoge to bas messenger par itna hi  tabli  vajib hai jiske vah zimmedar kie ge hain aur jiske zimmedar say banae ge ho say par vajib hai aur agar say uski itaat karoge to hidayat paoge aur messenger par to sirph clear taur par  ehkam ka  pahunchana pharj hai
",2
"understand type nahi paya s
",1
"madhya pradesh snbhavatya subcontinent mahadvip ka snbhatya sabse oldest sthan hai jise gondwana kahte hain  gonds samuday ka ghar.
",1
"free reeds ka chalan india men bahut kam hai aur harmonium areas eastern india ke tribal kshetr ke scarce instrument khung athva roosem men dekhne ko milti hain
",2
"forgiveness from allah ki prarthna karo. surely allah bahut forgiving, compassionate hai
",2
"males present females donon men perineum se niche vidyman muscle
",1
"lord kaha ,  ae mere rab ! phir too mujhe us day tak ke lie muhallat de , jabki log  jivit karke  uthae jaenge.
",1
"main window ke lie die ge geometry ko apply karen
",1
"central government ne bhi desh bhar men environment by plastic ko ho rahe caused to environment ke lie ek samiti aur task phors banaee, jisne adhyeyan kiya aur sipharshen taiyar kin.
",0
"aur unke is kathan ke karan ki hamne marayam ke bete christ jesus, messenger of allah, ko tl kar dala-halanki n to inhonne use tl kiya aur n use sooli par chadhaya, balki mamla unke lie sndigdh ho gaya. aur jo log ismen vibhed kar rahe hai, nishchay hi ve is full of doubts conjecture to follow par chalne ke atirikt unke pas koee jnjan n tha. nishchay hi unhonne use eesa ko tl nahin kiya,
",0
"kile ke andar do kamron ko anglican worship tabdil kar diya gaya tha, ek englikan dharmopasna ke lie aur doosra roman catholic upasna ke lie.
",2
"ab mujhe nahin pata ki vo mere sath toying kar rahi hain ya nahin,
",1
"snapped men jaon , ullas chikha aur uthakar dharam se door bnd karke chala gaya.
",0
"sab coal ki takat pe khare hue
",1
"yah i bad men pata chala.
",1
"relevant doctor ya doctor or nurse se batchit karne ke bad, hasptal men aap ya aap ke sambandhi ko prapt hone vali services or facilities men yadi aap prasann nahin hain, to aap aucharik shikayat kar sakte hain.
",0
"non desh hamesha se peace ke allies rahe hai.
",2
"jise greatest mera sabse good vrat kaha tha usne unke ullaspoorn aur manovinodi svbhav ko kis sima tak vapas lautaya , yah us letter se spasht hai jise greatest days din bad mira bahan ke lie likhvaya thaa i yah letter sadhe  days baje ki prarthna ke phauran bad likhva raha hoon jabki main apna vah cheer kar raha hoon jo ek vrat rakhnevale man ke lie nirdharit hai.
",2
"ismen vah ki command dalen jiske hone par key du shuroo ho jaye.
",2
"agar apne raja ki bat ko manne se inkar karta hai to uske tatha uske nikat snbndhiyon ki jan jati hai.
",2
"windows jise default roop se alpha blur ka pryog karna chahie
",1
"dieneaarene  protin uparyu sari iriyaen ek parakhanli men bhi ki ja sakti hain basharte iske lie aavshri-oonshchhsh-yak enzymes and ribosome aadi padarth upalbri-oonshchhsh-dh honprarnbhik jankari ka rim dene hetu nri-oonshchhsh-yookri-oonshchhsh-liik amri-oonshchhsh-l bhi upalbri-oonshchhsh-dh ho
",2
"philosophy hamari enemy hai. yah darshan hai
",0
"uda ne pharmaya chal  door ho  unmen se jo shash teri pairvi karega to  yad rahe ki  tum sabki allah jahannum hai aur vah bhi thou thou allah hai
",0
"usse gentle bat karna, haply vah dhyan de ya fear
",0
"munbee men historical structures jahan rajypal nivas karte the.
",1
"theme  s thik se gnome hai
",1
"sbhaki baithak ka sthagan -- sthagan hone par sabha ki baithak samapt ho jati hai aur sabha agli baithak ke lie time appointed par puna samvet hoti hai.
",1
"label map par dhoomketuon par comet names
",1
"sundar kanya devdevi brahma ki srishti ki gauravpoorn rachna thi.
",2
"aur nishchay hi tumhare lie chaupayon men bhi ek shiksha hai. unke peton men jo kuchh hai usmen se ham tumhen pilate hai. au tumhare lie unmen bahut-se fayde hai aur unhen tum khate bhi ho
",2
"hamare refer to teachings aur udaharnon ko uddhrit karte hain,
",1
"lord taj vastav men realty temple hai
",1
"national education speech celebrations tatha 40vin jawaharlal nehroo national children science , mathematics aur environment exhibition - 2013 ke inauguration ke avasar par india ke president ka abhibhashan
",1
"jhanivasiyon ki respect kar ki recovery
",2
"yah gross aur obvious examples hai , parntu logon ke bich asnkhy aur subtle ways se anek galat infinite paida ho sakti hain aur law kee tarah se traditional raston men ulajh sakta hai.
",0
"tumhara paravardigar tumhare hal se khoob vaiph hai agar chahega tum par raham karega aur agar chahega tum par azab karega aur ae rasool hamne tumko kuchh un logon ka zimmedar banakar nahin bheja hai
",2
"ham pahle dekh chuke hain ki hajaro bhat basav ke ghar aate the aur vah bhatipad gata huaa, shiv ke bare men baten karta huaa raten unhin ke sath bitata tha
",2
"jaha bhi aap je dekhe, aap ise substitute kare sath
",1
"process of creation ke lie air india ne vimanon ke lie ne addo ke nirman ki prakriya men laga huaa hai. iske antargat
",2
"man nirmit pollution se hone vali damage aur future men man jati par hone vale uske effects ka ab number countries men gnbhirtapoorvak scientists ke dvara adhyayan kiya ja raha hai.
",0
"negative 3, opposite 3 hai
",0
"yah institution nation ke nav nirman ki drishti se upyogi nahin good
",0
"to kya ye log chastisement azab ki jaldi kar rahe hain
",1
"21van th  january janavri-10 december  : 3 india par kendrit
",2
"agar aap pahle se hi widow hai ya phir vidhur hai to aap ko aap ke gujre hue pati ya phir patni ka additional pension pension 100 tak mil sakta husband
",1
"un dino agar ek aur great great bhoobhago par raj karne vale aur unke adhin sanmti karne vale aese minor minor chieftains sardar bhi the jo limited bhoobhago ka rulers kiya karte tributes
",2
"achchhit tarah ki chikitsath medical employees ke uch st  riy svanasyki aur physical fitness sunishchit karegi aur accidents ki high kam karegi absenteeism ghategi aur labour utpadan standards
",2
"uske blood ka flow skin by increasing tvcha ki redness
",1
"vah apne karyon ke jarie tatha vidyarthiyon ko apni kshamta arjit karne men madad karne ke lie jnjan prdan karke vatavaran ko sakaratmak tarike se prbhavit karne ka kary karta hai.
",2
"poor children ke lie ek new computer center chaloo hone vala hai.
",0
"rajiv gandhi advocate prshikshan hetu aavedan karna
",1
"is period ka only communication upadan factor tha jo mauryan period men prarnbh kiya gaya tha kyonki stable government ne empire ke various bhagon men sncharan sunishchit kiya tha tatha active internal factor ko protsahit kiya tha.
",2
"finance bill 29 march 2000 ko published kiya gaya tha.
",1
"aur baz bande aese hain ki jo duaa karte hain ki ae mere palne vale mujhe world men neamat lord aur aairat men savab lord aur doza ki bag se bacha
",2
"astonished in media knpniyon ki hava nikal di.
",2
"prkar column on startup par show disk view
",1
"ladies aur sajjno, toast ham sab milakra
",2
"arbudchhedan treatment ka good option hai
",2
"gandhiji ke non cooperation chhirne ke bad ve gandhiji ke ways aur violent cooperation men se apne lie rasta azad lage.
",0
"arab israeli war ne in visiting these countries karne se paryatak ko door rakha.
",0
"joint forest management committees ne aksar tribal resources ko pichhara aur abhavagrast banane vale forest snsadhnon ke exploitation ko samapt karne men key role nibhaee hai.
",0
"aesa nahin kaha ja sakta hai ki yah product india men unknown tha
",1
"ae rasool  kya tumne un logon ke hal par nazar nahin ki jo aap bare pure bante hain  magar usse kya hota hai  balki uda jise chahta hai pure banata hai aur zulm to kisi par dhage ke barabar ho hi style nahin
",2
"lagatar do months tak vah fell ill
",0
"yadi yah saty par niyat kiya jata hai, icon and list drishy shows folders prior ko failen ke pahle dikhaega
",2
"bahy roop se chaturbhuj open court ek prakar se ghira hota hai jismen ek vihar, ya malika hoti hai jise sthaniy roop se locally called nalambalam kaha jata hain
",1
"aur shayad aap sabhi men bhi vah hota hai, aur agar vah aapke pas nahin hai to aapko uski aavashyakta hai.
",1
"saman roop se evident introspection ke lie grounds hain.
",1
"citizens ne khud ko political protests men aayojit kiya aur
",0
"india government ke pas country ki defence ke lie adequate plans v intjam n the
",0
"athva basav ki bat sunen, jar per ka mukh hai, jar ko sincho aur dekho vah choti par hara-bhra ho jata hai.
",2
"aur ham ahle saba aur sham ki un bastiyon ke darmiyan jinmen hamne barakat ata ki thi aur chand bastiyan sre rah aabad ki thi jo baham numaya thin aur hamne unmen aamad v rapht ki rah murrar ki thi ki unmen raton ko dinon ko jab ji chahe bekhatke chalo phiro
",2
"aur bahut talk ho rahin hain ki yah conference lot asadharan hai, kayapalat kar deti hai,
",1
"work anything kaha :  ki ukt patr ka 28 day 1883 ka ank poori tarah best responsibility par taiyar huaa aur chhapa  best sarvadhik knowledge , soochna aur belief ke anusar ramcoomar periodical ne issue se pahle iske editorial ki samagri ko nahin paa
",2
"bas karnival aur naiph ke lie
",1
"115kakh 1 jahan kisi assessee ki, jo overseas financial sngathan hai jise isfund iske pashchat apatat nidhi kaha gaya hai kul aay fund,
",1
"is cell par validity tests hataen
",1
"yahan sthit krishna temple , pattabhiram temple , hazara ram chndr aur chndr shekhar temple bhi yahan ke jain temple hain jo other examples hain.
",1
"ve kahte hai ,  ae vyakti , jisapar remembrance avatrit huaa , tum nishchay hi mad ho !
",0
"financial matters men time ki ghadi.
",0
"jab various types ke works ke lie ek hi composite tender jari kiya jata ho.
",1
"aap prat 10 sharp vahan ho tej
",1
"agar i kuchh covered nahin kiya hai , par ek comment likhne ke lie free something karta hoon
",2
"is possessions men  un poor approval ka god bhi hai jo apne homes se aur malon se nikale  aur favor kie  ge  aur  uda ke fazal v ushnoodi ke messenger hain aur uda ki aur uske rasool ki aid karte hain yahi log sachche sincere hain aur  unka bhi god hai
",2
"i ne pap kiya hai , innocent blood ko dhokha diya hai
",0
"companies dvara unke dvara kamae ge profitspoonji profits par diya jane vala tax
",2
"military action itni chhitri huee aur chhutput thi ki hamari janta , jinka n koee neta tha aur n hi jiske pas door-draj ke ilakon tak snchar ke koee sadhan the , shayad spasht roop se yah janti tak nahin thi ki unke desh ko ya ho raha
",2
"example ke lie silicon valley men parampaphrik indian takniki udymi dvara ek mahatvalpoorn kshetr significant kiya gaya ethnic
",2
"vah bare gusse se phir phuskara.
",1
"jo koee achchha virtue brings aaya use usse uttam prapt hoga , aur jo bura aacharan brings aaya to misdeeds karnevalon ko to vas vahi milega jo ve karte the
",2
"debenture bond ke bare men i samast complete hai.
",1
"islie i ek number line khichne ja raha hoo , aur
",2
"us kid ke vishay paper jise yahapatr mila
",1
"4 ka square , kaun si snkhya ya kaun si positive snkhya
",2
"vo taiwan vale babies jitne good the
",2
"aap ise store nahi kar sakte.
",1
"god yadi hai , to vah yah chinta nahin karega ki tum uske astitv ko svikar karte ho ya asvikar.
",0
"isi tarah vishv-chitr bhi keval self ignorance ke world ke picture aatma ke reflected light men hi dikhaee parta hai.
",0
"earlier ek day pahle unke fourth son bhupendranath ki thirteen varsh ki age men premature death ne bhi jald hi unki jivanlila samapt karne men madad ki hogi.
",0
"ata families samajh sakte hain ki employment jutane , critical development , social justice , women welfare , karigron aur unki kala ko preservation tatha protsahan aur critical logon ka shahron tatha nagron ki taraph migration par ankush lagane jese several national realization ko prapt karne ke abhiyan men handloom sector kitna mahatvpoorn hai.
",2
". iske atiriktak changes data men parivartan ya correction ke lie requests ya ne changes card ke lie requests  maujooda changes ke lie  bhi internet ke madhyapam se kiya ja sakta hai.
",1
"clinician jitna anubhvi hoga uske dvara ki gayi physical examination bhi utni hi satik hogi
",2
